event_date,source,title,url,location,event_type,impact_target,trigger_module,trigger_scenario,confidence
2026-07-21,Google News RSS,"China Defies US Sanctions, Completes 1GW Data Center with Domestic Chips, Accelerating AI Ambitions - finance.biggo.com",https://news.google.com/rss/articles/CBMidkFVX3lxTFAyZk1QUmtXM1V2OXB6bDZFNkZFR2lhb25nVlNNX1Zyd0tfVG1CcE5LY3FpT0ZmcWxzSkNVMlc3YWsyOWhPYVQyMWN2WW9RYnYydXFfQlhIYlZSQnRRUWMzVGdsbGZnVGtnMlVLajdQTWU4TWd3SFE?oc=5,China,other,supply_source,module1_risk_propagation,baseline_moderate,0.6
2026-07-20,Google News RSS,Why the Red Sea remains one of the world's most dangerous shipping routes - The Economic Times,https://news.google.com/rss/articles/CBMitwJBVV95cUxOak41aVJSTEktZC1XeXpNMGNOMnlzMmNMaHJWNFZUWDlQczNkNDJoUlpXWHlhN0VCVmp2ZDFxOGk4ZmRZdTZFTlVkNFNZNTlUUjRyY1F2ZXQ1RElZN0tHWmpaRWhNNEdtX0lsS2JUVmo1dHdzTnUwbVljYmRjRGx0MzNrVG1qaWMtZjFEeXJJVE1ia3VkbGcxOEZnaGo4dzU3dnBERHVQODJ3ZHhBYmNyeGs2WnRVdU8wd0JIU0tnNVZkWmh0OW1ZeWdlUXBVSGVQbndOaEItN3doWTBGeEVMX1hOXzMtcW4wV0ROa2lkWXJQSFJacEVPMzFDaHJGTEUxeWpoTUoxcUhWMEZ0QVdqS2dtZkg0Yk90eXgzWGttUGtZcTNCMGR0OTZ6QlVlOVl1R0VuQ0VJMNIBvAJBVV95cUxNSTR5eHpBT2NadDFqWXVBdWcyTV92dXlkSHZrNzUta2hJeWRfbkR1VWpCY00zeDdadjU2TUFCNVVDS21BQ1JFZUZuNjZ1TG1VSFFVTjdKV1Yzald3dEhHc1ZCcllwZVEwM0JETXcxSHI2WjdEYnZtR25QZXMtNnlaMlBDNXFPREJoaTBrUHlNVmQtd0ZnWmIwQ3p0Q25EZjQ0b0FWNngzX3lKSVl2a19FZzJwOE95N0FhS3FCMk1jSDl6UVlsRWRmXzI3aGhTdU5kSWloWVBIVlVHYjBlZ2lROWdEN1RlOFlIM3VoY25wZUt2RFJiY2I4c094NWtiRW1hTkZUSDJINlZHVlg0SVlnUEx6ckxVdWdlTjNjWF9ucjlNZjJSZk90dUZMZTVWZlJiSGlQeWxobkZqYTRK?oc=5,Red Sea,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.85
2026-07-20,Google News RSS,Another Hormuz? What to Know About the Houthi Threat to the Red Sea - Council on Foreign Relations,https://news.google.com/rss/articles/CBMijgFBVV95cUxPVGJwUm9MbzR1RUREblM3dEQxcEVsSG11NGVPN1JTczJwY1JhNlIwaDE4MVFrTWo2WWZ6RTI0SlBwNGNEV1pjWlJPZmZLUHZpd3RpWjJZWnJRdlV3akNLR2lrS0N0VlFPRWg5OHc1bVhFdWE1NUhzQW8zRVRVdW1fd1J0bWxtdGFTeVNCV1RR?oc=5,Red Sea,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.85
2026-07-20,Google News RSS,From Hormuz to the Red Sea: Oil Surges Past $90 as Asia's Crude Supply Chain Faces Collapse Risk - finance.biggo.com,https://news.google.com/rss/articles/CBMidkFVX3lxTE4yd2Y4Vk4zUlBDRG1EbHR5V1R4a001Q3diX3B3XzhnaW9NTUZObHV1elpETE5WaUtzOHFKUXFpaHZoSHpybGtRWk5wS1V5Z0ZST0U4RE1LU0lqZWNsaFlDS0syTDJEaVdWQlY2b3Q0OWVLZkhKQUE?oc=5,Asia; Red Sea,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.85
2026-07-11,Google News RSS,Why Malaysia must join Taiwan's semiconductor supply chain - Academia - The Jakarta Post,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOdkNEMHRFMHM1YlBZU2Z5cndHVExSOWZqZE5mblZkaDJpMzZLbk5nMVM5UmVQTXRoYThsMzkwVVpoc19VazlBWFRSTTYya3l3UXFhdXVTVkNUdEhta0tZUU5IaW5Ibm15N1AxZUZUckNHS3ZFLVJveXZlUzdPU2pCSTVRYXFJdVlEY3h6QnpoS2Y0TXowMzBsV0dNWkZ3RVVYSmtPMjZrSmYxeDg?oc=5,Malaysia; Taiwan,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2026-07-09,Google News RSS,"While the U.S. flip-flops on chip sanctions, China is building its own chip supply market — export controls are creating conditions for a Sino-Russian chip trade alliance - Tom's Hardware",https://news.google.com/rss/articles/CBMiswJBVV95cUxQaC0zN1hjTkVNbDJ5MzE3Njc0cFN6UHFCQmhTVVIwZkJaWk9kNGxOTVhLdHVVTnVlWC0xNWNET0dDZHQ2dUZOVk1HRDd6RXQ0aVRIZ2FKVE41N0twdHJid0xPaG5tRkprZHVLQy0zOXlNQk0wci1oQ1ByNW03WXNLYzNMbDJsbkRoQ3kxcHVYZ0hwY0xGWF95NjdUN2NPZjA3V0lDSHoxaVl3el9DaXhGMVh4RC0zbW5CcFhKRU42dWVyVlAwamUySWYxT3FfN3c4M0pXTmlJdlZVb1I0WERNSDlDTUlUMEVJajhwQ1JlUzlTLWFJaEVzazhtaWYwVGJ6akFTVkNCX3lQOXc2dGNvbnBZNXgxNFZteVJpYVZ5SktGZ3RfM01CSTcyU3U5UXBPT284?oc=5,China,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2026-07-08,Google News RSS,"Ocean freight market turns red hot, prompting freight rate rally - Scan Global Logistics",https://news.google.com/rss/articles/CBMilwFBVV95cUxQYU5Cc0o3ZlBMSXlKMnVLOWJsUndjU2VJdnRaNnVlOHBvNnk0cHMzT3JQRlVzcmpLR0FuWVQyVFk1dF9RVlo0Vm1fUHM3STdqSzNWRzZRSEhtbFB0bjJJc0otNEtiM2d6VXF2YTdqVGVtcVdNWWp1dnRfVHExeEg3MVNYc2xFVHRVRWE2bEZ0NmlPUjZtbTBR?oc=5,Unknown,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.7
2026-07-08,Google News RSS,News Logistics and resilience are key as Saadé warns supply chain disruption is 'new normal' - The Loadstar,https://news.google.com/rss/articles/CBMirwFBVV95cUxOSWU2QTFhY1dPUmZJcHBVQ1NsMWR1UHhjZkJkN05lWHJWTnMxMTdyRVN5LUNwX05nYjdZdThsVEd2Q0YzamFDaTdXdGItbjFyeTRmbVpqQjltM2pwaHJ2WWtVZ2xYeE1YWmtuOUY3N0xndWhWNHRfUmNnY05CeHdrNlBoN0lyckhCOXFuQkp5M043TEQ1WEdWVDdMQURIdGNsTThCRlRGQXRUSE5ONEJv?oc=5,Unknown,other,supply_source,module1_risk_propagation,baseline_moderate,0.45
2026-07-07,Google News RSS,"After Iran war upheaval, global shipping eyes return to status quo - Al Jazeera",https://news.google.com/rss/articles/CBMirAFBVV95cUxQYWU2amE5VDFhNmRPMWt6NzJ3NjJaYmNoYnZ4a1lDYW54TGdCUWMybXVwWkIySG9rV0I5VUsyRlZham9wT3dDLVc0LUNhQ3dEUDhhdVA1bVNEZ0RpVzl0aG00NVBjZmRsTndsSy1DUV9qb3V1eS1OdjF5cGxBczloaDF4c3pNcWx6V1ZDTmFSRk9pTFhGa3puZWpxS3pReC1kcmZqbDBzRDdXTjZB0gGyAUFVX3lxTFBxWnpiRHI3elBFOE1PT29oZ3NoUHhyNWVQYkFfWHZ3VHlLZ0pRZTYtdzJTYkhxNTRvSERPMnFETm1hLWFQS3ZEQWR1ajJULXRrLXdFRmRQRVI4c3NxWEcyTmViSnQxaFltVGxVYjlzTGI5bjA0dFBra1JuMVo5NzZyVWQzOUFVS2l3SFlEYUdOYnhuMTd1RlRnNVhBVmxEZzd1NGlZQUplOE94WXBTakVWVWc?oc=5,Iran,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.85
2026-07-05,Google News RSS,Between the superpowers: Southeast Asia’s strategic supply chain dilemma - Lowy Institute,https://news.google.com/rss/articles/CBMitAFBVV95cUxOSlpiVkNXREV5TzdueERpTjZZM0JBTmQ4emJrdGdDUXBPRG9WOWlrMlhOcUtFSEV2MGVZbVpoZFp1VXJzcDVjWklKdk1FZVNqaV9zckVoZWlmMDdtREQwbkdUQ3hOWFhPZmdKODZNbmhVRWJNSXRfSEttRWhnU2dUNlF0UVRlV2h5ajludEk2S2psWG1VenptWXNDUF9NVDU5QndhMjZlSHJuMFJqMUNLVlNOOEc?oc=5,Asia,other,supply_source,module1_risk_propagation,baseline_moderate,0.6
2026-07-01,Google News RSS,From Capability to Competitiveness: Strengthening Malaysia’s Semiconductor Supply Chain - MIDA | Malaysian Investment Development Authority,https://news.google.com/rss/articles/CBMirwFBVV95cUxPZklFS2ZyajNxVm1laGlmQjdGQWF3ZkZ3VDNrN29XYTFXNTRWSlNEeXZSZVV5bDZPMDljeTFhR0FmT3prTmNuVlBFanYtV1JZZUJLMXNQZU1aTXpDRF8yY2dtMlNpLTJSek5mSTJWOUV0aml4MTZqdzlFTkhmU1hfLW45c1RxZ2Uwc2pJbGZlNVV2aXUzSUo2SnhmOW5BM0Vza2NIdmgxaEZXTnQwemNF?oc=5,Malaysia,semiconductor_policy,supply_source,module1_risk_propagation,top_1_supplier_failure,0.85
2026-06-30,Google News RSS,Why 2026 is Testing Global Supply Chains Like Never Before - Supply Chain Brain,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQaWg5dnVUb014dlpxWTljUldXNDFJYlVmXzZjbGtMd2ctSENQS3dfSmxSRDdtUzU2ZEJDcUd4S2lxMk80dmZ1OWxlT3A1eUJiX2pVVXA4VUs3TzVna1RKME42Z0dGSThacG5mdlVLMGZ0U2VZdk5WVGhqOUwzb0lUTHVTVjN1OTJVa2JxSUd6OFA1M3dudXJxM3plbjA4aG1mbkt1UVgxekJPdw?oc=5,Unknown,other,supply_source,module1_risk_propagation,baseline_moderate,0.45
2026-06-21,Google News RSS,China’s chipmaking supply chain runs through Southeast Asia - East Asia Forum,https://news.google.com/rss/articles/CBMinAFBVV95cUxNWWdVVDFuMy1ndFBFYWg1WlM0eHhkZGtBVFFfY3hQVzJGYlp6Sk9KU0ZYbEt6ZDJRZ2VodDNxVlVqRVMzQTVIYXZSLTRtcnh0TE9IX1dSUW1jci01Qmd6UHd3b3N6dUNGcDhobHl5LWJaVS10ZUp2TjlVZk54QXBOVTNRaU82M1BiUVgtSi1aNTZ6d2tVSVZyb2RRYW4?oc=5,Asia; China,other,supply_source,module1_risk_propagation,baseline_moderate,0.6
2026-06-10,Google News RSS,Why Port Efficiency Matters More Than Ever Amid Global Shipping Disruptions - gCaptain,https://news.google.com/rss/articles/CBMingFBVV95cUxPMFhCZGx1NlNlZ1hCem00bUdqM3c4V3FNQjBWTHVETVFWUzBwekQxaHZaS2NUSFBLaTBqUC13U0o3WGl1ei1TYnJfRmNnN3NIUnRtZThCVE1HVWwzRlJsSy1EaDVNSlZ6T3o2Mlpfa1BCbmNxQXhVQWlMOXVRTzVuNFBDSGoyclk5VmsxZklmTktzMndFb1BScGM0Zy1Ndw?oc=5,Unknown,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.7
2026-06-08,Google News RSS,Houthis declare Red Sea blockade - and insurers face a two-front crisis - Insurance Business,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNVTdIc1poc0FKblJJaVhWNjBlbGpNa1Z4akpkNVFOeG5oY0pEaTJVd19WOXowREdrcDRtZGo0SzlUUDVFd1k3NWhmcnpiaHdabXVqSGxUR0djRVlKNUxsN0tNdzFNN09HYWM3bWc2MTV1RzdXY1U5QnliNDVXV3pUVjh3blpEQ1hpVjdlR05IOWFBazMwazhqLTdnaElheHdhRzJGY05nc0NRTlYtaF9qOXlSY2IzdDczRmV4TkNXOUFaV0ZuajJBSS1aQ0lSajJGbmdtTl9nQQ?oc=5,Red Sea,logistics_disruption,transport_channel,module2_transportation,lane_rerouting_check,0.85
